ID,title,author,isbn,publisher,edition,pages,dimension
2219,The Personal Internet Address & Password Logbook (Red),Peter Pauper Press,9781441308146,Peter Pauper Press,Unknown,144 pages,4.25 x 7.42 x 0.56 inches
2220,Excel Workbook for Dummies [With CDROM],Greg Harvey,9780471798453,For Dummies,Unknown,354 pages,8.30 x 10.76 x 0.94 inches
2221,Social Media Engagement For Dummies,Aliza Sherman; Danielle Smith,9781118530191,John Wiley & Sons Inc,Unknown,384 pages,5.91 x 9.84 x 2.40 inches
2222,Hitman the Complete First Season Game Cheats Gameplay Ps4 Xbox One Download Guide Unofficial,Josh Abbott,9781981865789,Hiddenstuff Entertainment LLC.,Unknown,,
2223,iPhone For Seniors For Dummies (For Dummies (Computer/Tech)),Dwight Spivey,9781119417163,For Dummies,Unknown,,
2224,Windows 10 for Seniors in easy steps,Michael Price,9781840786446,In Easy Steps Limited,Unknown,,
2225,Rats in the Grain,James B. Lieber,9781568582184,Four Walls Eight Windows,Unknown,432 pages,5.98 x 8.98 x 1.34 inches
2226,The Definitive Guide to HTML5 WebSocket,Marcelo Jabali; Peter Moskovits; Frank Salim; Vanessa Wang,9781430247401,APress,Unknown,200 pages,
2227,Cathedral and the Bazaar,Eric S. Raymond; Bob Young,9780596001087,O'Reilly Media,Unknown,208 pages,5.51 x 8.50 x 0.54 inches
2228,Windows XP for Dummies,Andy Rathbone,9780764573262,Wiley Publishing,2,406 pages,7.36 x 9.21 x 0.94 inches
2229,Tools for Teaching Computer Networking and Hardware Concepts,Nurul Sarkar,9781591407355,Information Science Publishing,Unknown,386 pages,7.16 x 10.32 x 1.07 inches
2230,Success Secrets of the Online Marketing Superstars,Mitch Meyerson,9781599185583,Entrepreneur Press,Unknown,,
2231,Office 2013 For Dummies Book + DVD Bundle (For Dummies (Computers)),Wallace Wang,9781118497111,For Dummies,Unknown,,
2232,Excel 2013 All-in-one For Dummies,Greg Harvey,9781118510100,John Wiley & Sons Inc,Unknown,792 pages,
2233,Microsoft Transact-SQL,Jeffrey Garbus; Plamen Ratchev; Alvin Chang,9780763784164,Jones & Bartlett Publishers,Unknown,512 pages,7.40 x 9.00 x 1.20 inches
2234,Learn C# in 7 days,Gaurav Aroraa,9781787287044,Packt Publishing - ebooks Account,Unknown,,
2235,Business Driven Information Systems,Paige; Phillips; Amy Baltzan,9780073402987,McGraw-Hill/Irwin,Unknown,,
2236,OS X El Capitan,David Pogue,9781491917954,O'Reilly Media,Unknown,,
2237,Sleep,Steven W. Lockley; Russell G. Foster,9780199587858,Oxford University Press USA,Unknown,146 pages,4.30 x 6.70 x 0.50 inches
2238,The New Rules of Marketing & PR,David Meerman Scott,9781119070481,Wiley,Unknown,,
2239,Creativity: Theories and Themes,Mark Runco,9780124105126,Academic Press Inc,Unknown,,
2240,Managing Business Process Flows - 3rd Edition,Ravi Anupindi; Sunil Chopra; Sudhakar D. Deshmukh,9780136036371,Prentice Hall,3,334 pages,7.90 x 9.90 x 0.80 inches
2241,Talking Back to Facebook,James P. Steyer; Chelsea Clinton,9781451657340,Scribner Book Company,Unknown,206 pages,5.90 x 8.90 x 0.60 inches
2242,The Cambridge Handbook of Multimedia Learning b,Cambridge Handbook of Multimedia Learning by,9781107610316,Cambridge University Press,Unknown,920 pages,6.97 x 9.96 x 0.00 inches
2243,Data Governance Tools,Sunil Soares,9781583478448,Mc Press,Unknown,,
2244,Coding for Beginners in Easy Steps,Mike McGrath,9781840786422,In Easy Steps Limited,Unknown,,
2245,Netflixed,Gina Keating,9781591846598,Portfolio,Unknown,,
2246,Making Things Talk,Tom Igoe,9781680452150,Maker Media Inc,Unknown,,
2247,PMI-ACP Exam Prep Study Guide,Vivek Vaishampayan,9781491735565,iUniverse,Unknown,,
2248,Learning the vi and Vim Editors,Arnold Robbins; Elbert Hannah; Linda Lamb,9780596529833,O'Reilly Media,7,470 pages,9.10 x 7.00 x 1.10 inches
2249,Microsoft OneNote Step by Step,Curtis Frye,9780735697812,Microsoft Press,Unknown,,
2250,The PC and Gadget Help Desk,Mark Edward Soper,9780789753458,Que Publishing,Unknown,,
2251,Paradigms of Artificial Intelligence Programming,Peter Norvig,9781558601918,Morgan Kaufmann Publishers,Unknown,946 pages,7.04 x 8.24 x 1.78 inches
2252,Microsoft Office 2010 Plain & Simple,Katherine Murray; Joyce Cox,9780735626973,Microsoft Press,Unknown,448 pages,9.10 x 7.40 x 0.80 inches
2253,The Elements of Content,Ann Handley,9781118905555,John Wiley & Sons Inc,Unknown,256 pages,
2254,Network Warrior,Gary A. Donahue,9781449387860,O'Reilly Media,2,757 pages,6.80 x 9.10 x 1.70 inches
2255,CCNA Cyber Ops (SECFND #210-250 and SECOPS #210-255) Official Cert Guide Library,Omar; Muniz; Joseph; De Crescenzo; Stefano Santos,9781587145001,Cisco Press,Unknown,,
2256,Access 2016 For Dummies (Access for Dummies),Laurie Ulrich; Cook; Ken Fuller,9781119083108,For Dummies,Unknown,,
2257,Social Physics,Alex Pentland,9781594205651,Penguin Press,Unknown,,
2258,Excel Formulas & Functions For Dummies,Ken Bluttman,9781119076780,For Dummies,Unknown,,
2259,You Don't Know JS,Kyle Simpson,9781491924464,O'Reilly Media,Unknown,,
2260,iPhone Photography for Everybody,Michael Fagans,9781682032909,Amherst Media,Unknown,,
2261,WordPerfect 12 for Dummies,Margaret Levine Young; Richard Wagner; David C. Kay,9780764578083,For Dummies,Unknown,384 pages,7.50 x 9.33 x 0.81 inches
2262,CCFP Certified Cyber Forensics Professional All-in-One Exam Guide,Chuck Easttom,9780071839761,McGraw-Hill Education,Unknown,,
2263,Adobe After Effects CC Classroom in a Book (2018 release),Lisa; Gyncild; Brie Fridsma,9780134853253,Adobe Press,Unknown,,
2264,Data Mining Fourth Edition,Ian H.; Frank; Eibe; Hall; Mark A.; Pal; Christopher Witten,9780128042915,Morgan Kaufmann,Unknown,,
2265,Introductory Time Series with R,Paul S. P. Cowpertwait; Andrew Metcalfe,9780387886978,Springer,Unknown,254 pages,9.21 x 6.14 x 0.57 inches
2266,Machines that Think,New Scientist,9781473658578,Nicholas Brealey,Unknown,,
2267,Think Python,Allen B. Downey,9781491939369,O'Reilly Media,Unknown,,
2268,The Forgetting Machine,Rodrigo Quian Quiroga,9781944648541,BenBella Books,Unknown,,
2269,Elder Scrolls V Skyrim Game Ps4 Xbox One Cheats Tip Strategies Unofficial,Chala Dar,9781984137173,Hiddenstuff Entertainment LLC.,Unknown,,
2270,The Age of Em,Robin Hanson,9780198754626,Oxford University Press,Unknown,,
2271,Illustrated Microsoft Office 365 & PowerPoint 2016,David W. Beskeen,9781305878174,Course Technology,Unknown,,
2272,Learning to Program with Alice (W/ CD ROM) - 3rd Edition,Wanda Dann; Stephen Cooper; Randy Pausch,9780132122474,Prentice Hall,3,384 pages,8.00 x 9.90 x 0.50 inches
2273,Extraordinary Everyday Photography,Brenda Tharp; Jed Manwaring,9780817435936,Amphoto Books,Unknown,160 pages,8.48 x 10.85 x 0.38 inches
2274,Call of Duty: WWII Deployment Kit Edition,Prima Games,9780744018714,Prima Games,Unknown,,
2275,Solution Selling,Michael Bosworth; Rick Page; Sallie Sherman,9780786303151,McGraw-Hill Companies,Unknown,224 pages,7.63 x 9.59 x 1.06 inches
2276,Incident Response and Computer Forensics 3/E,Ryan Kazanciyan; Jason T. Luttgens; Kevin Mandia; Matthew Pepe,9780071798686,McGraw-Hill Education - Europe,Unknown,544 pages,
2277,The Dark Net,Jamie Bartlett,9781612195216,Melville House,Unknown,,
2278,How Software Works,V. Anton Spraul,9781593276669,No Starch Press,Unknown,,
2279,Investigating High-Tech Crime,Michael Knetzger; Jeremy Muraski,9780131886834,Prentice Hall,Unknown,374 pages,9.14 x 7.05 x 0.57 inches
2280,C++ Templates,Nicolai M. Josuttis; David Vandevoorde,9780321714121,Pearson Education (US),Unknown,800 pages,7.36 x 9.25 x 0.00 inches
2281,Tony Northrup's DSLR Book,Tony Northrup,9780988263406,Mason Press,Unknown,,
2282,Learn Excel 2016 Expert Skills with The Smart Method,Mike Smart,9781909253094,The Smart Method Limited,Unknown,,
2283,Python Crash Course,Eric Matthes,9781593276034,No Starch Press,Unknown,,
2284,Python Natural Language Processing,Jalaj Thanaki,9781787121423,Packt Publishing - ebooks Account,Unknown,,
2285,Idea Man,Paul Allen,9781591845379,Portfolio,Unknown,368 pages,
2286,CCNP Routing and Switching TSHOOT 300-135 Official Cert Guide,Raymond; Wallace; Kevin Lacoste,9781587205613,Cisco Press,Unknown,,
2287,Mastering Online Genealogy (Quillen's Essentials of Genealogy),Dan Quillen,9781593602246,Cold Spring Press,Unknown,,
2288,Laptops For Dummies,Dan Gookin,9781119041801,For Dummies,Unknown,,
2289,QuickBooks 2017 For Dummies (Quickbooks for Dummies),Stephen L. Nelson,9781119281467,For Dummies,Unknown,,
2290,Automating Inequality,Virginia Eubanks,9781250074317,St. Martin's Press,Unknown,,
2291,VCP6-DCV Official Cert Guide (Covering Exam #2VO-621) (3rd Edition) (VMware Press Certification),John A.; Baca; Steve; Thomas; Owen Davis,9780789756480,VMware Press,Unknown,,
2292,David Busch's Sony Alpha a6000/ILCE-6000 Guide to Digital Photography,David D. Busch,9781681981901,Rocky Nook,Unknown,,
2293,Java Programming for Beginners,Mark Lassoff,9781788296298,Packt Publishing,Unknown,,
2294,Embedded Linux Primer,Christopher Hallinan,9780137017836,Prentice Hall,2,616 pages,7.22 x 9.23 x 1.50 inches
2295,Logistic Regression Using SAS,D. Allison Paul; Paul David Allison,9781599946412,SAS Institute,Unknown,339 pages,8.27 x 11.02 x 0.72 inches
2296,SQL Server 2017 Administration Inside Out,William; West; Randolph; Aelterman; Sven; Curnutt; Mi Assaf,9781509305216,Microsoft Press,Unknown,,
2297,CRM at the Speed of Light,Paul Greenberg; Marc Benioff,9780071590457,McGraw-Hill,4,662 pages,6.20 x 9.00 x 1.60 inches
2298,The DCC Guide Second Edition (Wiring & Electronics),Don Fiehmann,9781627001038,Kalmbach Publishing Company,Unknown,,
2299,The Internet Is a Playground,David Thorne,9781585428816,Jeremy P. Tarcher,Unknown,353 pages,5.50 x 8.20 x 1.00 inches
2300,Introduction to Computation and Programming Using Python,John V. Guttag,9780262529624,The MIT Press,Unknown,,
2301,Xcode 5 Start To Finish,Fritz Anderson,9780321967206,Pearson Education (US),Unknown,624 pages,7.01 x 9.02 x 0.00 inches
2302,The Technical and Social History of Software Engineering,Capers Jones,9780321903426,Pearson Education (US),Unknown,500 pages,7.01 x 9.02 x 0.00 inches
2303,Introduction to MATLAB for Engineers - 3rd Edition,William J.; III Palm,9780073534879,McGraw-Hill Science/Engineering/Math,3,564 pages,7.20 x 9.00 x 0.90 inches
2304,Exam Ref 70-767 Implementing a SQL Data Warehouse,Jose; Uchhana; Raj Chinchilla,9781509306473,Microsoft Press,Unknown,,
2305,SEO For Dummies,Peter Kent,9781119129554,For Dummies,Unknown,,
2306,R in a Nutshell,Joseph Adler,9781449312084,O'Reilly Media,2,500 pages,
2307,Pokmon Ultra Sun & Pokmon Ultra Moon,Pokemon Company International,9780744018820,The Pokmon Company International,Unknown,,
2308,RHCSA/RHCE Red Hat Linux Certification Study Guide Seventh Edition (Exams EX200 & EX300),Michael; Orsaria; Alessandro Jang,9780071841962,McGraw-Hill Education,Unknown,,
2309,The Photoshop Elements 14 Book for Digital Photographers (Voices That Matter),Scott Kelby,9780134290898,New Riders,Unknown,,
2310,The Language of SQL (2nd Edition) (Learning),Larry Rockoff,9780134658254,Addison-Wesley Professional,Unknown,,
2311,Just for Fun,Linus Torvalds; David Diamond,9780066620732,HarperBusiness,Unknown,288 pages,5.28 x 8.08 x 0.70 inches
2312,SQL QuickStart Guide,ClydeBank Technology,9781508767480,CreateSpace Independent Publishing Platform,Unknown,,
2313,Paypal for Dummies,Victoria Rosenborg; Marsha Collier,9780764583926,For Dummies,Unknown,410 pages,7.47 x 9.25 x 0.92 inches
2314,Salesforce Essentials for Administrators,Mohith Shrivastava,9781784398071,Packt Publishing - ebooks Account,Unknown,,
2315,Essentials of Online Course Design,Marjorie; Sosulski; Kristen Vai,9781138780163,Routledge,Unknown,,
2316,The Art of Metal Gear Solid V,Konami,9781506701103,Dark Horse Books,Unknown,,
2317,Darwin Among the Machines,George B Dyson,9780465031627,The Perseus Books Group,Unknown,304 pages,
2318,The Networked Nonprofit,Beth Kanter; Allison Fine; Randi Zuckerberg,9780470547977,Jossey-Bass,Unknown,201 pages,7.00 x 9.16 x 0.49 inches
2319,Advanced AutoCAD 2018,Cheryl R.; Heather; Steve Shrock,9780831136161,Industrial Press Inc.,Unknown,,
2320,Great Demo!,Peter E. Cohan,9780595345595,iUniverse,Unknown,312 pages,6.02 x 9.02 x 0.74 inches
2321,David Buschs Canon EOS Rebel SL1/100D GDE Digital SLR Photography,David Busch,9781285839165,Cengage Learning Inc,Unknown,512 pages,7.44 x 9.69 x 0.79 inches
2322,Official (Isc)2 Guide to the Cap Cbk  Second Edition,Patrick D. Howard,9781439820759,Auerbach Publications,2,462 pages,
2323,A Newbies Guide to Samsung Galaxy Tab 4 Nook,Minute Help Guides,9781502337368,CreateSpace Independent Publishing Platform,Unknown,,
2324,InfoPath with SharePoint 2013 How-to,Steven Mann,9780672336942,Pearson Education (US),Unknown,368 pages,6.57 x 9.02 x 0.75 inches
2325,Designing with the Mind in Mind,Jeff Johnson,9780124079144,Elsevier Science & Technology,Unknown,250 pages,7.52 x 9.25 x 0.00 inches
2326,Shigeru Miyamoto,Jennifer deWinter,9781628923889,Bloomsbury Academic,Unknown,,
2327,Thinking with type,Ellen Lupton,9781568989693,Princeton Architectural Press,2,224 pages,7.07 x 8.58 x 0.58 inches
2328,Turing's Cathedral,George Dyson,9781400075997,Vintage Books,Unknown,464 pages,
2329,The Gamer's Guide to Coding,Gordon McComb,9781454922346,Sterling,Unknown,,
2330,Windows PowerShell in Action,Bruce; Siddaway; Richard Payette,9781633430297,Manning Publications,Unknown,,
2331,iOS Programming,Christian; Hillegass; Aaron Keur,9780134682334,Big Nerd Ranch Guides,Unknown,,
2332,Think Like a Programmer,V. Anton Spraul,9781593274245,No Starch Press,Unknown,256 pages,7.04 x 9.29 x 1.10 inches
2333,Illustrated Microsoft Office 365 & Office 2016,David W.; Cram; Carol M.; Duffy; Jennifer; Friedric Beskeen,9781305876026,Course Technology,Unknown,,
2334,CASP CompTIA Advanced Security Practitioner Study Guide,Michael Gregg,9781118930847,Sybex,Unknown,,
2335,Disruptive Possibilities,Jeffrey Needham,9781449369675,O'Reilly Media Inc USA,Unknown,80 pages,6.06 x 8.98 x 0.20 inches
2336,Accounting Information Systems,George H. Bodnar; William S. Hopwood,9780132871938,Prentice Hall,11,544 pages,7.90 x 9.90 x 0.70 inches
2337,PHP MySQL JavaScript & HTML5 All-in-one For Dummies,Steve Suehring; Janet Valade,9781118213704,John Wiley & Sons Inc,Unknown,936 pages,
2338,Guide to Firewalls & VPNs,Michael E. Whitman; Herbert J. Mattord; Andrew Green,9781111135393,Cengage Learning,3,346 pages,7.40 x 9.00 x 0.60 inches
2339,Dictee,Theresa Hak Jyung Cha,9780520261297,University of California Press,Unknown,179 pages,5.40 x 8.20 x 0.50 inches
2340,Industrial Network Security Second Edition,Eric D.; Langill; Joel Thomas Knapp,9780124201149,Syngress,Unknown,,
2341,Access 2016 Bible,Michael Alexander,9781119086543,Wiley,Unknown,,
2342,Hitman the Complete First Season Game Guide Unofficial,Chala Dar,9781977677969,CreateSpace Independent Publishing Platform,Unknown,,
2343,Digital Photography All-In-One for Dummies,David D. Busch,9780470401958,For Dummies,4,586 pages,7.40 x 9.18 x 1.21 inches
2344,65+ iPhone iOS 8 Quick-Start Tips and Tricks to Get You Started with Your Phone,Scott La Counte,9781502373670,CreateSpace Independent Publishing Platform,Unknown,,
2345,Machines That Think,Toby Walsh,9781633883758,Prometheus Books,Unknown,,
2346,Blogging For Dummies,Amy Lupold Bair,9781119257806,For Dummies,Unknown,,
2347,Multi-Sensor Data Fusion,H. B. Mitchell,9783642090677,Springer,Unknown,296 pages,6.14 x 9.21 x 0.62 inches
2348,C++ How to Program,Paul J. Deitel; Harvey M. Deitel,9780132165419,Prentice Hall,7,926 pages,7.00 x 9.00 x 1.30 inches
2349,The GIS 20,Gina Clemmer,9781589485129,Esri Press,Unknown,,
2350,Nikon D5600 For Dummies (For Dummies (Lifestyle)),Julie Adair King,9781119386339,For Dummies,Unknown,,
2351,Introduction to AutoCAD Plant 3D 2018,Tutorial Books,9781548792121,CreateSpace Independent Publishing Platform,Unknown,,
2352,Hacker Hoaxer Whistleblower Spy,Gabriella Coleman,9781781689837,Verso,Unknown,,
2353,FileMaker Pro 11,Susan Prosser; Stuart Gripman,9781449382599,Pogue Press,Unknown,891 pages,7.00 x 9.10 x 1.70 inches
2354,PGP & GPG,Michael W. Lucas,9781593270711,No Starch Press,Unknown,196 pages,6.08 x 8.98 x 0.61 inches
2355,The Most Human Human,Brian Christian,9780307476708,Anchor Books,Unknown,320 pages,5.25 x 8.00 x 0.73 inches
2356,Bloggers Boot Camp,Charlie; Biggs; John White,9780415737142,Focal Press,Unknown,,
2357,On Looking,Alexandra Horowitz,9781439191262,Scribner,Unknown,,
2358,Raspberry Pi Projects,A. Robinson,9781118555439,John Wiley & Sons Inc,Unknown,350 pages,
2359,Trust Agents,Chris Brogan; Julien Smith,9780470635490,John Wiley & Sons,Unknown,302 pages,5.54 x 9.64 x 0.82 inches
2360,Agile Project Management with Scrum,Ken Schwaber,9780735619937,Microsoft Press,Unknown,163 pages,7.30 x 9.00 x 0.50 inches
2361,Beginning R,Mark Gardener,9781118164303,Wrox Press,Unknown,504 pages,7.48 x 9.27 x 1.13 inches
2362,Beginning ASP.Net 4.5 in VB,Matthew MacDonald,9781430243298,Apress,Unknown,1016 pages,
2363,The Color of Pixar,Tia Kratter,9781452159201,Chronicle Books,Unknown,,
2364,Cyber-Safe Kids Cyber-Savvy Teens,Nancy E. Willard,9780787994174,Jossey-Bass,Unknown,324 pages,6.04 x 8.94 x 0.90 inches
2365,Dawn of the New Everything,Jaron Lanier,9781627794091,Henry Holt and Co.,Unknown,,
2366,Confronting the Challenges of Participatory Culture,Henry Jenkins; Ravi Purushotma; Margaret Weigel,9780262513623,MIT Press (MA),Unknown,129 pages,5.50 x 7.90 x 0.50 inches
2367,Mike Meyers' CompTIA Network+ Certification Passport Fifth Edition (Exam N10-006) (Mike Meyers' Certification Passport),Mike; Weissman; Jonathan S. Meyers,9780071847964,McGraw-Hill Education,Unknown,,
2368,Squarespace 6 For Dummies,Kris Black,9781118575383,John Wiley & Sons Inc,Unknown,312 pages,5.91 x 9.84 x 0.00 inches
2369,Nisa,Marjorie Shostak,9780674004320,Harvard University Press,Unknown,365 pages,6.19 x 9.15 x 0.99 inches
2370,QuickBooks 2016: The Missing Manual,Bonnie Biafore,9781491917893,O'Reilly Media,Unknown,,
2371,Inside Apple,Adam Lashinsky,9781455512164,Business Plus,Unknown,272 pages,
2372,Windows 10 Step by Step,Joan; Lambert; Steve Lambert,9780735697959,Microsoft Press,Unknown,,
2373,Borderlands #2,John Shirley,9781439198483,Pocket Books,Unknown,,
2374,Investing Online For Dummies,Matt Krantz,9781119228356,For Dummies,Unknown,,
2375,The Elder Scrolls Online: Tales of Tamriel: Book II,Bethesda Softworks,9781783293186,Titan Books,Unknown,,
2376,The Art of Prey,Bethesda,9781506703992,Dark Horse Books,Unknown,,
2377,How to Do Everything,Dwight Spivey,9780071835701,McGraw-Hill Osborne Media,Unknown,,
2378,ANSI Common LISP,Paul Graham,9780133708752,Prentice Hall,Unknown,432 pages,6.04 x 8.96 x 0.87 inches
2379,From IT Pro to Cloud Pro Microsoft Office 365 and SharePoint Online,Ben; Laws; Brian Curry,9781509304141,Microsoft Press,Unknown,,
